step,time_s,dt_s,topology,topology_confidence,topology_evidence,topology_status,head_count,head_position_m,head_velocity_m_s,bridge_status,roi_definition,roi_status,roi_cell_count,roi_volume_m3,roi_centroid_r_m,roi_centroid_z_m,roi_r_min_m,roi_r_max_m,roi_z_min_m,roi_z_max_m,electrode_distance_m,Ek_V_m,gas,pressure_Pa,temperature_K,Ek_semantics,E0_source,E0_max_V_m,E0_mean_V_m,E0_p95_V_m,eta_0_max,eta_0_mean,eta_0_p95,E_peak_V_m,E_peak_time_s,E_peak_r_m,E_peak_z_m,eta_peak,ne_at_E_peak_m3,ne_peak_m3,E_at_ne_peak_V_m,nu_i_at_E_peak_s_1,mu_e_at_E_peak_m2_V_s,nu_i_at_ne_peak_s_1,mu_e_at_ne_peak_m2_V_s,tau_i_at_E_peak_s,tau_i_at_ne_peak_s,tau_i_min_s,tau_i_median_s,tau_i_p95_s,sigma_e_at_E_peak_S_m,sigma_e_at_ne_peak_S_m,sigma_e_peak_S_m,sigma_e_median_S_m,sigma_e_p95_S_m,tau_M_at_E_peak_s,tau_M_at_ne_peak_s,tau_M_min_s,tau_M_median_s,tau_M_p95_s,Pi_RF_at_E_peak,Pi_RF_at_ne_peak,Pi_RF_min,Pi_RF_median,Pi_RF_p95,N_tau_i_at_E_peak,N_tau_M_at_E_peak,tau_i_resolution_status,tau_M_resolution_status,sigma_e_peak_r_m,sigma_e_peak_z_m,E_at_sigma_peak_V_m,ne_at_sigma_peak_m3,mu_e_at_sigma_peak_m2_V_s,nu_i_at_sigma_peak_s_1,tau_i_at_sigma_peak_s,tau_M_at_sigma_peak_s,Pi_RF_at_sigma_peak,E_roi_median_V_m,ne_roi_median_m3,mu_e_roi_median_m2_V_s,nu_i_roi_median_s_1,K_ion_z_A_m_s,K_ion_abs_A_m_s,signed_proxy_status,mechanism_proxy_role,current_moment_r_A_m,current_moment_z_A_m,dMdt_native_A_m_s
2009,1.4363361653481028e-11,5.865103516615213e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.778015710238029e-05,219515.5218424762,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710312.73845343,1.4363361653481028e-11,3.3333333333333337e-06,6.9375e-05,15.840733663084604,6794147796803397.0,6794147796803397.0,41710312.73845343,426249933200.64795,0.0319518175101907,426249933200.64795,0.0319518175101907,2.346041423376064e-12,2.346041423376064e-12,2.346041423376064e-12,4.195146353310481e-12,5.8593407902514556e-12,3.47809108263584e-05,3.47809108263584e-05,3.47809108263584e-05,1.9220514470297007e-05,3.322487119075226e-05,2.5457032614827137e-07,2.5457032614827137e-07,2.5457032614827137e-07,1.33683462793466e-06,2.310872499542409e-06,108510.58451556784,108510.58451556784,108510.58451556784,254370.973783713,385645.3241250437,400.00000285246085,43404234.11574933,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710312.73845343,6794147796803397.0,0.0319518175101907,426249933200.64795,2.346041423376064e-12,2.5457032614827137e-07,108510.58451556784,32034507.063292094,3738803044142113.0,0.0326884577930937,295848198406.72424,0.3308672145145524,0.3308672145145524,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-5.352396743133179e-16,-5.957378074189266e-13,0.008601170425293958
2010,1.4369226757039468e-11,5.865103558440159e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.778144351214808e-05,219332.8310348137,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710312.52160136,1.4369226757039468e-11,3.3333333333333337e-06,6.9375e-05,15.840733580728566,6797347198803256.0,6797347198803256.0,41710312.52160136,426249930160.589,0.0319518175190405,426249930160.589,0.0319518175190405,2.3460414401082758e-12,2.3460414401082758e-12,2.3460414401082758e-12,4.195146330054971e-12,5.859340731006997e-12,3.479728936042397e-05,3.479728936042397e-05,3.479728936042397e-05,1.9223321568332386e-05,3.323989258121481e-05,2.5445050391971455e-07,2.5445050391971455e-07,2.5445050391971455e-07,1.340342471568075e-06,2.3176452424515995e-06,108459.509525105,108459.509525105,108459.509525105,254935.71079458576,386764.29193711845,400.0000028528417,43383804.11945981,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710312.52160136,6797347198803256.0,0.0319518175190405,426249930160.589,2.3460414401082758e-12,2.5445050391971455e-07,108459.509525105,32034507.0237545,3739397726401514.0,0.0326884577877347,295848197752.2585,0.3309988303619637,0.3309988303619637,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-5.327973829058385e-16,-5.95687153666452e-13,0.008671707880452573
2011,1.4375091860639738e-11,5.865103600270689e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.778272885184075e-05,219150.38169361872,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710312.30472074,1.4375091860639738e-11,3.3333333333333337e-06,6.9375e-05,15.840733498361692,6800542305824552.0,6800542305824552.0,41710312.30472074,426249927120.12994,0.0319518175278915,426249927120.12994,0.0319518175278915,2.3460414568426897e-12,2.3460414568426897e-12,2.3460414568426897e-12,4.195146306764441e-12,5.859340671694017e-12,3.481364590745e-05,3.481364590745e-05,3.481364590745e-05,1.922612381644964e-05,3.325489369834997e-05,2.543309550610795e-07,2.543309550610795e-07,2.543309550610795e-07,1.3438674527524544e-06,2.3244503006746915e-06,108408.55105917818,108408.55105917818,108408.55105917818,255503.31881570249,387888.60979657434,400.0000028532172,43363420.73298441,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710312.30472074,6800542305824552.0,0.0319518175278915,426249927120.12994,2.3460414568426897e-12,2.543309550610795e-07,108408.55105917818,32034506.984281335,3739991408372865.5,0.0326884577823651,295848197098.5814,0.3311302653244365,0.3311302653244365,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-5.303546501256415e-16,-5.956360864890661e-13,0.008742147985316251
2012,1.4380956964281843e-11,5.8651036421067255e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.778401312286987e-05,218968.17302637512,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710312.08781169,1.4380956964281843e-11,3.3333333333333337e-06,6.9375e-05,15.840733415984024,6803733114571965.0,6803733114571965.0,41710312.08781169,426249924079.27234,0.0319518175367437,426249924079.27234,0.0319518175367437,2.3460414735792975e-12,2.3460414735792975e-12,2.3460414735792975e-12,4.1951462834389195e-12,5.8593406123125764e-12,3.482998045056692e-05,3.482998045056692e-05,3.482998045056692e-05,1.9228921221631865e-05,3.3269874527673405e-05,2.5421167908395664e-07,2.5421167908395664e-07,2.5421167908395664e-07,1.347409675606336e-06,2.3312878724764777e-06,108357.70890960089,108357.70890960089,108357.70890960089,256073.81500952475,389018.31049945625,400.0000028535911,43343083.87304895,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710312.08781169,6803733114571965.0,0.0319518175367437,426249924079.27234,2.3460414735792975e-12,2.5421167908395664e-07,108357.70890960089,32034506.94487258,3740584091287509.5,0.032688457776985,295848196445.69293,0.3312615193046646,0.3312615193046646,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-5.279114822467055e-16,-5.955846064588378e-13,0.008812490362231529
2013,1.4386822067965792e-11,5.865103683948246e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.77852963266425e-05,218786.2042658637,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710311.870874375,1.4386822067965792e-11,3.3333333333333337e-06,6.9375e-05,15.840733333595612,6806919621765273.0,6806919621765273.0,41710311.870874375,426249921038.0183,0.031951817545597,426249921038.0183,0.031951817545597,2.346041490318089e-12,2.346041490318089e-12,2.346041490318089e-12,4.1951462600784334e-12,5.859340552862744e-12,3.484629297298246e-05,3.484629297298246e-05,3.484629297298246e-05,1.9231713790872677e-05,3.328483505477148e-05,2.540926755010916e-07,2.540926755010916e-07,2.540926755010916e-07,1.3509692450360254e-06,2.338158157617465e-06,108306.98286867909,108306.98286867909,108306.98286867909,256647.2166689987,390153.4270892864,400.0000028539632,43322793.45657577,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710311.870874375,6806919621765273.0,0.031951817545597,426249921038.0183,2.346041490318089e-12,2.540926755010916e-07,108306.98286867909,32034506.905528225,3741175776379079.0,0.0326884577715942,295848195793.59314,0.3313925922059531,0.3313925922059531,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-5.254678855535549e-16,-5.955327141500553e-13,0.008882734632614131
2014,1.4392687171691587e-11,5.865103725795223e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.778657846456113e-05,218604.47462881097,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710311.65390888,1.4392687171691587e-11,3.3333333333333337e-06,6.9375e-05,15.840733251196502,6810101824139377.0,6810101824139377.0,41710311.65390888,426249917996.3694,0.0319518175544514,426249917996.3694,0.0319518175544514,2.3460415070590527e-12,2.3460415070590527e-12,2.3460415070590527e-12,4.1951462366829845e-12,5.859340493344522e-12,3.486258345798172e-05,3.486258345798172e-05,3.486258345798172e-05,1.9234501531176123e-05,3.329977526530116e-05,2.5397394382638197e-07,2.5397394382638197e-07,2.5397394382638197e-07,1.3545462667425902e-06,2.345061357367177e-06,108256.3727292098,108256.3727292098,108256.3727292098,257223.5412187147,391293.99285926914,400.0000028543338,43302549.40068375,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710311.65390888,6810101824139377.0,0.0319518175544514,426249917996.3694,2.3460415070590527e-12,2.5397394382638197e-07,108256.3727292098,32034506.86624833,3741766464883497.0,0.0326884577661929,295848195142.2828,0.3315234839322179,0.3315234839322179,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-5.230238663408025e-16,-5.954804101392285e-13,0.008952880417446352
2015,1.4398552275459236e-11,5.8651037676476325e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.778785953802372e-05,218422.9833503688,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710311.43691544,1.4398552275459236e-11,3.3333333333333337e-06,6.9375e-05,15.84073316878678,6813279718444326.0,6813279718444326.0,41710311.43691544,426249914954.32855,0.031951817563307,426249914954.32855,0.031951817563307,2.346041523802174e-12,2.346041523802174e-12,2.346041523802174e-12,4.19514621325257e-12,5.859340433757925e-12,3.487885188892742e-05,3.487885188892742e-05,3.487885188892742e-05,1.923728444955673e-05,3.331469514499035e-05,2.538554835748718e-07,2.538554835748718e-07,2.538554835748718e-07,1.3581408472289412e-06,2.3519976745176035e-06,108205.87828447904,108205.87828447904,108205.87828447904,257802.80621607523,392440.04135451175,400.0000028547016,43282351.62268712,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710311.43691544,6813279718444326.0,0.031951817563307,426249914954.32855,2.346041523802174e-12,2.538554835748718e-07,108205.87828447904,32034506.82703298,3742356158038969.0,0.032688457760781,295848194491.76306,0.3316541943879889,0.3316541943879889,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-5.205794309136255e-16,-5.954276950050917e-13,0.009022927337582587
2016,1.440441737926874e-11,5.865103809505435e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.778913954842372e-05,218241.7296563861,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710311.219894096,1.440441737926874e-11,3.3333333333333337e-06,6.9375e-05,15.84073308636646,6816453301445342.0,6816453301445342.0,41710311.219894096,426249911911.8967,0.0319518175721638,426249911911.8967,0.0319518175721638,2.3460415405474477e-12,2.3460415405474477e-12,2.3460415405474477e-12,4.1951461897872244e-12,5.859340374103025e-12,3.489509824925988e-05,3.489509824925988e-05,3.489509824925988e-05,1.92400625530394e-05,3.3329594679637834e-05,2.5373729426274933e-07,2.5373729426274933e-07,2.5373729426274933e-07,1.361753093806977e-06,2.3589673133967817e-06,108155.4993282599,108155.4993282599,108155.4993282599,258385.02935247472,393591.60637426807,400.0000028550685,43262200.04009532,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710311.219894096,6816453301445342.0,0.0319518175721638,426249911911.8967,2.3460415405474477e-12,2.5373729426274933e-07,108155.4993282599,32034506.787882123,3742944857085976.0,0.0326884577553586,295848193842.03345,0.3317847234784057,0.3317847234784057,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-5.181345855875396e-16,-5.953745693286022e-13,0.009092875013202217
2017,1.441028248312011e-11,5.865103851368619e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.779041849715005e-05,218060.7127751428,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710311.002845146,1.441028248312011e-11,3.3333333333333337e-06,6.9375e-05,15.840733003935656,6819622569922844.0,6819622569922844.0,41710311.002845146,426249908869.07776,0.0319518175810217,426249908869.07776,0.0319518175810217,2.346041557294852e-12,2.346041557294852e-12,2.346041557294852e-12,4.195146166286943e-12,5.8593403143798234e-12,3.4911322522497274e-05,3.4911322522497274e-05,3.4911322522497274e-05,1.9242835848659417e-05,3.3344473855113484e-05,2.536193754073412e-07,2.536193754073412e-07,2.536193754073412e-07,1.3653831146048089e-06,2.3659704798825288e-06,108105.2356548116,108105.2356548116,108105.2356548116,258970.2284544995,394748.7219742186,400.00000285543183,43242094.57061177,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710311.002845146,6819622569922844.0,0.0319518175810217,426249908869.07776,2.346041557294852e-12,2.536193754073412e-07,108105.2356548116,32034506.748795897,3743532563267276.0,0.0326884577499255,295848193193.0958,0.3319150711092263,0.3319150711092263,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-5.156893366884127e-16,-5.953210336929495e-13,0.009162723064065403
2018,1.4416147587013346e-11,5.865103893237131e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.779169638558718e-05,217879.93194872295,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710310.78576869,1.4416147587013346e-11,3.3333333333333337e-06,6.9375e-05,15.840732921494409,6822787520672473.0,6822787520672473.0,41710310.78576869,426249905825.8732,0.0319518175898806,426249905825.8732,0.0319518175898806,2.3460415740443795e-12,2.3460415740443795e-12,2.3460415740443795e-12,4.195146142751744e-12,5.859340254588369e-12,3.4927524692235656e-05,3.4927524692235656e-05,3.4927524692235656e-05,1.9245604343462416e-05,3.3359332657358335e-05,2.5350172652710993e-07,2.5350172652710993e-07,2.5350172652710993e-07,1.3690310185740508e-06,2.3730073814162976e-06,108055.08705887686,108055.08705887686,108055.08705887686,259558.42148512875,395911.42246875545,400.00000285579375,43222035.132133774,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710310.78576869,6822787520672473.0,0.0319518175898806,426249905825.8732,2.3460415740443795e-12,2.5350172652710993e-07,108055.08705887686,32034506.7097743,3744119277827887.0,0.0326884577444819,295848192544.9502,0.3320452371868194,0.3320452371868194,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-5.132436905525043e-16,-5.952670886835514e-13,0.009232471109811513
2019,1.4422012690948456e-11,5.865103935110949e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.779297321511507e-05,217699.3864075971,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710310.56866493,1.4422012690948456e-11,3.3333333333333337e-06,6.9375e-05,15.840732839042788,6825948150505119.0,6825948150505119.0,41710310.56866493,426249902782.286,0.0319518175987407,426249902782.286,0.0319518175987407,2.3460415907960127e-12,2.3460415907960127e-12,2.3460415907960127e-12,4.195146119181655e-12,5.859340194728733e-12,3.4943704742149174e-05,3.4943704742149174e-05,3.4943704742149174e-05,1.9248368044504344e-05,3.337417107238469e-05,2.533843471416487e-07,2.533843471416487e-07,2.533843471416487e-07,1.3726969154971951e-06,2.380078227017187e-06,108005.05333568071,108005.05333568071,108005.05333568071,260149.62654495504,397079.7424333018,400.00000285615295,43202021.64275124,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710310.56866493,6825948150505119.0,0.0319518175987407,426249902782.286,2.3460415907960127e-12,2.533843471416487e-07,108005.05333568071,32034506.670817357,3744705002015097.5,0.0326884577390277,295848191897.597,0.3321752216181715,0.3321752216181715,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-5.10797653526595e-16,-5.952127348880593e-13,0.00930211876943332
2020,1.4427877794925447e-11,5.865103976990033e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.779424898710919e-05,217519.07538697723,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710310.35153394,1.4427877794925447e-11,3.3333333333333337e-06,6.9375e-05,15.840732756580833,6829104456246943.0,6829104456246943.0,41710310.35153394,426249899738.31696,0.031951817607602,426249899738.31696,0.031951817607602,2.3460416075497482e-12,2.3460416075497482e-12,2.3460416075497482e-12,4.1951460955766575e-12,5.859340134800878e-12,3.495986265599014e-05,3.495986265599014e-05,3.495986265599014e-05,1.9251126958851437e-05,3.338898908627627e-05,2.532672367716781e-07,2.532672367716781e-07,2.532672367716781e-07,1.3763809159950585e-06,2.3871832272961007e-06,107955.13428092837,107955.13428092837,107955.13428092837,260743.8618734206,398253.7167066636,400.0000028565111,43182054.02074638,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710310.35153394,6829104456246943.0,0.031951817607602,426249899738.31696,2.3460416075497482e-12,2.532672367716781e-07,107955.13428092837,32034506.631925136,3745289737078447.0,0.032688457733563,295848191251.0373,0.3323050243108831,0.3323050243108831,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-5.083512319678061e-16,-5.951579728963601e-13,0.009371665661454642
2021,1.4433742898944322e-11,5.8651040188743695e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.779552370294062e-05,217338.99813587955,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710310.13437597,1.4433742898944322e-11,3.3333333333333337e-06,6.9375e-05,15.84073267410862,6832256434739404.0,6832256434739404.0,41710310.13437597,426249896693.9696,0.0319518176164643,426249896693.9696,0.0319518176164643,2.346041624305566e-12,2.346041624305566e-12,2.346041624305566e-12,4.195146071936777e-12,5.859340074804867e-12,3.497599841758919e-05,3.497599841758919e-05,3.497599841758919e-05,1.925388109358018e-05,3.3403786685188284e-05,2.531503949390417e-07,2.531503949390417e-07,2.531503949390417e-07,1.3800831315343025e-06,2.394322594470037e-06,107905.32969080412,107905.32969080412,107905.32969080412,261341.1458500537,399433.3803933783,400.00000285686633,43162132.184592746,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710310.13437597,6832256434739404.0,0.0319518176164643,426249896693.9696,2.346041624305566e-12,2.531503949390417e-07,107905.32969080412,32034506.593097683,3745873484269730.5,0.0326884577280877,295848190605.27185,0.3324346451731739,0.3324346451731739,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-5.059044322436346e-16,-5.951028033005796e-13,0.009441111404214553
