step,time_s,dt_s,topology,topology_status,roi_definition,roi_cell_count,E_peak_V_m,eta_peak,ne_peak_m3,nu_i_at_E_peak_s_1,tau_i_at_E_peak_s,sigma_e_peak_S_m,tau_M_at_E_peak_s,Pi_RF_at_E_peak,K_ion_z_A_m_s,K_ion_abs_A_m_s,current_moment_z_A_m,dMdt_native_A_m_s
77,7.699999999999996e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.683190376,8.491368518111795,2813637538987329.0,165445989861.09088,6.044268590853148e-12,1.5067850520793336e-05,5.876211607343329e-07,97219.56460101488,0.0312970191758413,0.0312970191758413,-2.0454116311637499e-13,-0.06494596949164588
78,7.799999999999997e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.676188502,8.491368515452628,2813991848669687.5,165445989773.1144,6.044268594067208e-12,1.5069747953038732e-05,5.87547173343042e-07,97207.3236321352,0.0313003133370347,0.0313003133370347,-2.0460611302598686e-13,-0.06495384884667033
79,7.899999999999995e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.669186115,8.491368512793262,2814346046188326.0,165445989685.1315,6.044268597281505e-12,1.5071644784614803e-05,5.874732279942262e-07,97195.08961902361,0.0313036063450771,0.0313036063450771,-2.046710708140683e-13,-0.06496172642987119
80,7.999999999999995e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.662183255,8.491368510133718,2814700131516360.5,165445989597.14255,6.044268600496021e-12,1.507354101537758e-05,5.873993246687836e-07,97182.86255852012,0.0313068981997089,0.0313068981997089,-2.047360364788466e-13,-0.06496960223947212
81,8.099999999999993e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.655179907,8.491368507473988,2815054104626914.0,165445989509.14755,6.044268603710758e-12,1.5075436645183127e-05,5.873254633476288e-07,97170.642447467,0.0313101889006705,0.0313101889006705,-2.0480101001854725e-13,-0.0649774762733557
82,8.199999999999993e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.648176055,8.491368504814067,2815407965493116.5,165445989421.1462,6.044268606925728e-12,1.5077331673887544e-05,5.87251644011691e-07,97158.42928270897,0.0313134784477024,0.0313134784477024,-2.048659914313933e-13,-0.06498534852940452
83,8.299999999999994e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.641171757,8.491368502153973,2815761714088105.0,165445989333.13916,6.044268610140905e-12,1.5079226101346974e-05,5.871778666419153e-07,97146.22306109368,0.0313167668405451,0.0313167668405451,-2.04930980715606e-13,-0.06499321900554378
84,8.399999999999993e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.63416693,8.491368499493683,2816115350385023.5,165445989245.12552,6.0442686133563234e-12,1.5081119927417593e-05,5.871041312192618e-07,97134.02377947076,0.0313200540789391,0.0313200540789391,-2.049959778694044e-13,-0.06500108769979818
85,8.499999999999993e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.62716168,8.49136849683323,2816468874357023.0,165445989157.10657,6.044268616571936e-12,1.5083013151955615e-05,5.870304377247059e-07,97121.8314346932,0.0313233401626254,0.0313233401626254,-2.0506098289100562e-13,-0.06500895461024925
86,8.599999999999992e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.6201559,8.491368494172578,2816822285977261.0,165445989069.08105,6.0442686197877884e-12,1.5084905774817307e-05,5.869567861392381e-07,97109.64602361537,0.0313266250913444,0.0313266250913444,-2.051259957786249e-13,-0.06501681973462325
87,8.699999999999993e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.613149617,8.49136849151173,2817175585218903.5,165445988981.04913,6.044268623003874e-12,1.5086797795858948e-05,5.86883176443865e-07,97097.4675430948,0.031329908864837,0.031329908864837,-2.0519101653047486e-13,-0.0650246830709591
88,8.79999999999999e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.60614284,8.4913684888507,2817528772055122.0,165445988893.01108,6.044268626220185e-12,1.5088689214936863e-05,5.86809608619608e-07,97085.29598999184,0.0313331914828441,0.0313331914828441,-2.0525604514476686e-13,-0.0650325446175799
89,8.89999999999999e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.599135622,8.4913684861895,2817881846459096.0,165445988804.96744,6.044268629436699e-12,1.5090580031907434e-05,5.867360826475033e-07,97073.13136116926,0.0313364729451067,0.0313364729451067,-2.0532108161971e-13,-0.0650404043720556
90,8.999999999999991e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.592127915,8.491368483528115,2818234808404011.5,165445988716.91763,6.044268632653439e-12,1.5092470246627047e-05,5.866625985086029e-07,97060.97365349188,0.0313397532513659,0.0313397532513659,-2.0538612595351095e-13,-0.06504826233233985
91,9.09999999999999e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.58511968,8.491368480866528,2818587657863062.0,165445988628.86118,6.044268635870421e-12,1.5094359858952158e-05,5.865891561839745e-07,97048.82286382707,0.0313430324013624,0.0313430324013624,-2.054511781443747e-13,-0.06505611849678417
92,9.199999999999987e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.57811103,8.491368478204786,2818940394809447.5,165445988540.79953,6.044268639087594e-12,1.5096248868739236e-05,5.865157556546999e-07,97036.67898904586,0.0313463103948379,0.0313463103948379,-2.0551623819050453e-13,-0.06506397286328536
93,9.299999999999987e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.57110189,8.491368475542856,2819293019216375.5,165445988452.73166,6.044268642304994e-12,1.5098137275844804e-05,5.864423969018769e-07,97024.5420260202,0.0313495872315333,0.0313495872315333,-2.0558130609010127e-13,-0.06507182542951284
94,9.399999999999989e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.56409221,8.49136847288072,2819645531057061.0,165445988364.6572,6.044268645522634e-12,1.5100025080125428e-05,5.863690799066179e-07,97012.41197162504,0.0313528629111897,0.0313528629111897,-2.0564638184136358e-13,-0.06507967619359079
95,9.499999999999987e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.55708216,8.491368470218445,2819997930304725.0,165445988276.57782,6.044268648740454e-12,1.510191228143768e-05,5.862958046500517e-07,97000.28882273918,0.0313561374335491,0.0313561374335491,-2.0571146544248849e-13,-0.06508752515374283
96,9.599999999999987e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.550071582,8.49136846755597,2820350216932596.5,165445988188.492,6.044268651958509e-12,1.5103798879638212e-05,5.862225711133205e-07,96988.17257624184,0.0313594107983523,0.0313594107983523,-2.0577655689167106e-13,-0.06509537230772366
97,9.699999999999986e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.54306053,8.491368464893313,2820702390913911.0,165445988100.4002,6.0442686551767835e-12,1.510568487458368e-05,5.861493792775832e-07,96976.06322901601,0.0313626830053411,0.0313626830053411,-2.0584165618710394e-13,-0.06510321765352955
98,9.799999999999987e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.536048967,8.491368462230465,2821054452221911.5,165445988012.302,6.044268658395291e-12,1.5107570266130802e-05,5.86076229124013e-07,96963.96077794659,0.0313659540542568,0.0313659540542568,-2.0590676332697809e-13,-0.06511106118921361
99,9.899999999999987e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.52903699,8.491368459567457,2821406400829848.0,165445987924.19858,6.0442686616139895e-12,1.5109455054136314e-05,5.860031206337986e-07,96951.86521992211,0.0313692239448415,0.0313692239448415,-2.059718783094824e-13,-0.0651189029128858
100,9.999999999999985e-14,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.522024527,8.491368456904265,2821758236710977.0,165445987836.0889,6.044268664832917e-12,1.5111339238457e-05,5.859300537881441e-07,96939.77655183218,0.0313724926768364,0.0313724926768364,-2.0603700113280386e-13,-0.06512674282225817
101,1.0099999999999987e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.515011568,8.491368454240886,2822109959838564.5,165445987747.97318,6.0442686680520654e-12,1.5113222818949688e-05,5.858570285682677e-07,96927.69477056956,0.0313757602499835,0.0313757602499835,-2.0610213179512689e-13,-0.06513458091558277
102,1.0199999999999987e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.507998157,8.491368451577332,2822461570185880.0,165445987659.85162,6.044268671271425e-12,1.511510579547124e-05,5.857840449554033e-07,96915.6198730296,0.0313790266640247,0.0313790266640247,-2.0616727029463505e-13,-0.06514241719094116
103,1.0299999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.500984255,8.491368448913597,2822813067726202.5,165445987571.72406,6.044268674491006e-12,1.5116988167878552e-05,5.857111029308002e-07,96903.55185610993,0.0313822919187018,0.0313822919187018,-2.0623241662950875e-13,-0.06515025164593169
104,1.0399999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.493969902,8.491368446249686,2823164452432818.0,165445987483.59073,6.044268677710797e-12,1.5118869936028558e-05,5.856382024757221e-07,96891.49071671089,0.0313855560137568,0.0313855560137568,-2.0629757079792693e-13,-0.06515808427887748
105,1.0499999999999984e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.48695505,8.49136844358559,2823515724279018.5,165445987395.45117,6.044268680930815e-12,1.5120751099778237e-05,5.855653435714486e-07,96879.43645173492,0.0313888189489317,0.0313888189489317,-2.063627327980665e-13,-0.06516591508787428
106,1.0599999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.479939755,8.49136844092132,2823866883238104.5,165445987307.306,6.044268684151039e-12,1.512263165898459e-05,5.854925261992738e-07,96867.38905808756,0.0313920807239688,0.0313920807239688,-2.0642790262810266e-13,-0.06517374407074783
107,1.0699999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.472924,8.491368438256877,2824217929283382.5,165445987219.15503,6.044268687371475e-12,1.5124511613504682e-05,5.854197503405064e-07,96855.34853267635,0.0313953413386101,0.0313953413386101,-2.0649308028620801e-13,-0.0651815712253665
108,1.0799999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.465907767,8.491368435592255,2824568862388167.0,165445987130.99817,6.044268690592126e-12,1.5126390963195592e-05,5.853470159764712e-07,96843.31487241144,0.0313986007925979,0.0313986007925979,-2.0655826577055338e-13,-0.06518939655003919
109,1.0899999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.45889109,8.491368432927462,2824919682525779.5,165445987042.83566,6.0442686938129836e-12,1.512826970791446e-05,5.85274323088507e-07,96831.28807420554,0.0314018590856746,0.0314018590856746,-2.066234590793081e-13,-0.0651972200427764
110,1.0999999999999983e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.45187395,8.491368430262494,2825270389669548.5,165445986954.66742,6.04426869703405e-12,1.5130147847518444e-05,5.852016716579682e-07,96819.26813497374,0.0314051162175826,0.0314051162175826,-2.0668866021063893e-13,-0.06520504170136121
111,1.1099999999999983e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.44485633,8.491368427597346,2825620983792809.0,165445986866.49304,6.04426870025534e-12,1.5132025381864748e-05,5.851290616662237e-07,96807.25505163344,0.0314083721880642,0.0314083721880642,-2.067538691627108e-13,-0.06521286152378991
112,1.1199999999999981e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.43783819,8.491368424931997,2825971464868905.0,165445986778.31213,6.04426870347687e-12,1.5133902310810622e-05,5.850564930946578e-07,96795.2488211044,0.0314116269968618,0.0314116269968618,-2.068190859336865e-13,-0.06522067950841404
113,1.1299999999999981e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.430819675,8.491368422266506,2826321832871185.0,165445986690.1265,6.044268706698572e-12,1.5135778634213336e-05,5.8498396592467e-07,96783.24944031033,0.0314148806437185,0.0314148806437185,-2.0688431052172765e-13,-0.06522849565320143
114,1.1399999999999982e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.42380072,8.491368419600848,2826672087773008.5,165445986601.93533,6.044268709920476e-12,1.5137654351930218e-05,5.849114801376737e-07,96771.25690617571,0.0314181331283768,0.0314181331283768,-2.069495429249929e-13,-0.0652363099557931
115,1.1499999999999981e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.416781224,8.491368416934986,2827022229547738.0,165445986513.7375,6.044268713142624e-12,1.5139529463818632e-05,5.848390357150979e-07,96759.27121562728,0.0314213844505791,0.0314213844505791,-2.0701478314163925e-13,-0.06524412241459743
116,1.159999999999998e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.409761302,8.491368414268964,2827372258168745.0,165445986425.53427,6.0442687163649684e-12,1.5141403969735968e-05,5.847666326383866e-07,96747.29236559587,0.0314246346100685,0.0314246346100685,-2.070800311698221e-13,-0.0652519330275112
117,1.169999999999998e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.402740896,8.491368411602755,2827722173609410.0,165445986337.32492,6.0442687195875364e-12,1.514327786953966e-05,5.846942708889986e-07,96735.32035301342,0.0314278836065877,0.0314278836065877,-2.0714528700769426e-13,-0.06525974179265859
118,1.179999999999998e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.395720128,8.491368408936408,2828071975843118.0,165445986249.11093,6.044268722810275e-12,1.5145151163087185e-05,5.846219504484078e-07,96723.35517481568,0.0314311314398802,0.0314311314398802,-2.072105506534074e-13,-0.0652675487078227
119,1.189999999999998e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.388698775,8.49136840626984,2828421664843262.0,165445986160.8897,6.044268726033277e-12,1.5147023850236055e-05,5.845496712981022e-07,96711.39682793843,0.0314343781096881,0.0314343781096881,-2.072758221051099e-13,-0.0652753537712556
120,1.1999999999999982e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.38167705,8.491368403603133,2828771240583243.0,165445986072.6638,6.044268729256451e-12,1.5148895930843825e-05,5.844774334195856e-07,96699.44530932301,0.0314376236157552,0.0314376236157552,-2.0734110136094993e-13,-0.06528315698109566
121,1.209999999999998e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.374654863,8.491368400936246,2829120703036468.5,165445985984.43204,6.044268732479838e-12,1.5150767404768082e-05,5.844052367943758e-07,96687.50061591096,0.0314408679578245,0.0314408679578245,-2.074063884190721e-13,-0.06529095833512599
122,1.2199999999999978e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.367632236,8.491368398269193,2829470052176354.0,165445985896.19473,6.0442687357034285e-12,1.5152638271866458e-05,5.84333081404006e-07,96675.56274464716,0.0314441111356392,0.0314441111356392,-2.0747168327762015e-13,-0.06529875783141392
123,1.2299999999999978e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.360609066,8.491368395601937,2829819287976321.0,165445985807.95062,6.0442687389272655e-12,1.5154508531996622e-05,5.842609672300242e-07,96663.6316924781,0.0314473531489422,0.0314473531489422,-2.0753698593473494e-13,-0.06530655546814046
124,1.2399999999999977e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.353585508,8.491368392934529,2830168410409799.5,165445985719.7017,6.04426874215128e-12,1.515637818501628e-05,5.841888942539929e-07,96651.70745635444,0.0314505939974776,0.0314505939974776,-2.0760229638855641e-13,-0.06531435124330187
125,1.2499999999999977e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.34656148,8.491368390266947,2830517419450226.0,165445985631.44684,6.044268745375512e-12,1.5158247230783176e-05,5.841168624574897e-07,96639.79003322765,0.0314538336809883,0.0314538336809883,-2.0766761463722154e-13,-0.06532214515500812
126,1.2599999999999977e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.33953704,8.491368387599206,2830866315071044.0,165445985543.18683,6.0442687485999295e-12,1.5160115669155097e-05,5.840448718221069e-07,96627.87942005268,0.0314570721992182,0.0314570721992182,-2.0773294067886645e-13,-0.06532993720128388
127,1.2699999999999976e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.332512114,8.491368384931281,2831215097245705.0,165445985454.9207,6.0442687518245736e-12,1.516198349998986e-05,5.839729223294513e-07,96615.97561378592,0.0314603095519105,0.0314603095519105,-2.0779827451162409e-13,-0.06533772737989807
128,1.2799999999999978e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.32548677,8.4913683822632,2831563765947668.5,165445985366.64935,6.0442687550494075e-12,1.5163850723145331e-05,5.839010139611449e-07,96604.07861138729,0.0314635457388091,0.0314635457388091,-2.0786361613362626e-13,-0.06534551568928748
129,1.2899999999999978e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.318460967,8.49136837959494,2831912321150398.5,165445985278.3721,6.044268758274456e-12,1.5165717338479412e-05,5.838291466988244e-07,96592.18840981825,0.0314667807596576,0.0314667807596576,-2.0792896554300265e-13,-0.06535330212732049
130,1.2999999999999977e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.311434723,8.491368376926514,2832260762827369.0,165445985190.08936,6.044268761499705e-12,1.5167583345850048e-05,5.837573205241405e-07,96580.30500604317,0.0314700146141999,0.0314700146141999,-2.079943227378809e-13,-0.06536108669202179
131,1.3099999999999974e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.30440799,8.491368374257904,2832609090952060.5,165445985101.8005,6.044268764725178e-12,1.5169448745115208e-05,5.836855354187596e-07,96568.42839702856,0.0314732473021796,0.0314732473021796,-2.0805968771638669e-13,-0.06536886938157238
132,1.3199999999999974e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.29738085,8.491368371589138,2832957305497960.0,165445985013.50647,6.044268767950841e-12,1.517131353613292e-05,5.836137913643621e-07,96556.55857974394,0.0314764788233409,0.0314764788233409,-2.0812506047664405e-13,-0.06537665019399697
133,1.3299999999999976e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.290353257,8.4913683689202,2833305406438563.0,165445984925.20694,6.044268771176704e-12,1.5173177718761238e-05,5.835420883426435e-07,96544.69555116077,0.0314797091774278,0.0314797091774278,-2.0819044101677465e-13,-0.06538442912730602
134,1.3399999999999973e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.283325184,8.49136836625108,2833653393747371.5,165445984836.90118,6.044268774402794e-12,1.517504129285826e-05,5.834704263353139e-07,96532.83930825257,0.0314829383641842,0.0314829383641842,-2.0825582933489867e-13,-0.06539220617965213
135,1.3499999999999973e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.276296724,8.491368363581813,2834001267397895.0,165445984748.59058,6.044268777629062e-12,1.5176904258282114e-05,5.83398805324098e-07,96520.98984799668,0.0314861663833544,0.0314861663833544,-2.0832122542913394e-13,-0.06539998134903158
136,1.3599999999999972e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.269267853,8.49136836091239,2834349027363650.0,165445984660.275,6.044268780855511e-12,1.5178766614890984e-05,5.833272252907351e-07,96509.14716737175,0.0314893932346828,0.0314893932346828,-2.0838662929759673e-13,-0.06540775463327009
137,1.3699999999999972e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.262238447,8.491368358242763,2834696673618161.0,165445984571.95245,6.044268784082215e-12,1.5180628362543078e-05,5.832556862169792e-07,96497.31126335789,0.0314926189179131,0.0314926189179131,-2.0845204093840045e-13,-0.06541552603081868
138,1.3799999999999974e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.25520864,8.491368355572986,2835044206134959.5,165445984483.62506,6.044268787309096e-12,1.5182489501096654e-05,5.831841880845991e-07,96485.48213294003,0.0314958434327902,0.0314958434327902,-2.0851746034965837e-13,-0.06542329553973047
139,1.3899999999999974e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.248178385,8.491368352903036,2835391624887584.0,165445984395.29193,6.044268790536187e-12,1.5184350030409995e-05,5.831127308753778e-07,96473.65977310382,0.0314990667790582,0.0314990667790582,-2.085828875294799e-13,-0.065431063157817
140,1.3999999999999973e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.241147704,8.491368350232927,2835738929849581.0,165445984306.9534,6.044268793763475e-12,1.5186209950341448e-05,5.830413145711135e-07,96461.8441808379,0.0315022889564618,0.0315022889564618,-2.0864832247597402e-13,-0.0654388288834582
141,1.409999999999997e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358663.234116625,8.491368347562664,2836086120994503.5,165445984218.61,6.044268796990941e-12,1.5188069260749369e-05,5.829699391536184e-07,96450.03535313357,0.0315055099647456,0.0315055099647456,-2.087137651872468e-13,-0.0654465927145651
